"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6708","Perform multiple searches from top menu","chromium","Sun Nov 10 01:14:52 GMT 2024","failed","Sun Nov 10 01:14:59 GMT 2024","","search.spec.js","",""
