"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Oct 27 01:16:54 GMT 2024","Sun Oct 27 01:17:01 GMT 2024","6453","chromium","search.spec.js","","","","Perform multiple searches from top menu",""
