"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8018","Perform multiple searches from top menu","chromium","Sun Nov 03 01:16:22 GMT 2024","failed","Sun Nov 03 01:16:30 GMT 2024","","search.spec.js","",""
