"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Oct 23 01:10:57 GMT 2024","Wed Oct 23 01:11:04 GMT 2024","6989","chromium","search.spec.js","","","","Perform multiple searches from top menu",""
