"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8171","Perform multiple searches from top menu","chromium","Sat Nov 02 01:10:50 GMT 2024","failed","Sat Nov 02 01:10:59 GMT 2024","","search.spec.js","",""
