"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8865","Perform multiple searches from top menu","chromium","Thu Nov 07 01:10:58 GMT 2024","failed","Thu Nov 07 01:11:06 GMT 2024","","search.spec.js","",""
