"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Oct 28 01:14:27 GMT 2024","Mon Oct 28 01:14:34 GMT 2024","7143","chromium","search.spec.js","","","","Perform multiple searches from top menu",""
