"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8698","Perform multiple searches from top menu","chromium","Wed Oct 30 01:12:46 GMT 2024","failed","Wed Oct 30 01:12:55 GMT 2024","","search.spec.js","",""
