"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Oct 24 01:11:50 GMT 2024","Thu Oct 24 01:11:58 GMT 2024","8303","chromium","search.spec.js","","","","Perform multiple searches from top menu",""
