"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6845","Perform multiple searches from top menu","chromium","Fri Nov 01 01:17:02 GMT 2024","failed","Fri Nov 01 01:17:09 GMT 2024","","search.spec.js","",""
