"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6577","Perform multiple searches from top menu","chromium","Fri Nov 08 01:10:35 GMT 2024","failed","Fri Nov 08 01:10:42 GMT 2024","","search.spec.js","",""
